PC_ConceptID,Estado,PC_Término_Preferido,Sensibilidad,Creación_Nombre,Revisado,Consultar,Sabor,id_Laboratorio Comercial,Laboratorio_Comercial,id_ISP,reg_ISP,glosa_ISP,id_Bioequivalente,reg_ISP_Bioequivalente,glosa_ISP_Bioequivalente,ConceptID_Fármacos _Medicamento_Clínico,Preferido_Fármacos _Medicamento_Clínico,Estado,ConceptID_Fármacos_Familia_de_Productos,Preferido_Fármacos_Familia_de_Productos,Estado,Comercializado,id_FFE,glosa_FFE,ConceptID_SNM,Preferido_SNM,Grupo
965171000000000,Vigente,kank - eze plus solución tópica bucal (Synthon),Sensible,Manual,No,No,,9687,Synthon Chile Ltda.,26720,F-8696/16,KANK-EZE PLUS SOLUCIÓN TÓPICA BUCAL 20%,,,,9.65161E+14,benzocaína 20 % + cloruro de cetilpiridinio 0.1 % + benzoína tintura 0.1 % solución uso externo,Vigente ,792651000000000,kank - eze plus,Vigente ,Si,9959,solución tópica,373873005,producto biológico/farmacéutico ,0
965211000000000,Vigente,kank - eze solución tópica bucal (Synthon),Sensible,Manual,No,No,,9687,Synthon Chile Ltda.,26721,F-3729/15,KANK - EZE SOLUCIÓN TÓPICA BUCAL,,,,9.65191E+14,"benzocaína 5 % (50 mg/mL) + cloruro de cetilpiridinio 0,1 % (1 mg/mL) solución uso externo",Vigente ,791351000000000,kank - eze,Vigente ,Si,9959,solución tópica,373873005,producto biológico/farmacéutico ,0
965241000000000,Vigente,kenaler solución oftálmica (Especialidades Oftalmológicas),Sensible,Manual,No,No,,26654,Especialidades oftalmológicas sucursal Chile SpA.,26722,F-21531/14,"KENALER SOLUCIÓN OFTÁLMICA 0,05% (Ketotifeno)",,,,6.81341E+14,"ketotifeno 0,05% (500 mcg/mL) colirio",Vigente ,965231000000000,kenaler,Vigente ,Si,9967,solución oftálmica,373873005,producto biológico/farmacéutico ,0
965291000000000,Vigente,kalina one gel tópico (Pharma Investi),Sensible,Manual,No,No,,9663,Pharma Investi de Chile S.A.,26723,F-18584/16,KLINA ONE GEL TÓPICO,,,,6.76741E+14,clindamicina 1% (10 mg/g) + peróxido de benzoílo 5% (50 mg/g) gel,Vigente ,965281000000000,klina one,Vigente ,Si,9986,gel tópico,373873005,producto biológico/farmacéutico ,0
965311000000000,Vigente,lacri - lube ungüento oftálmico (Allergan),Sensible,Manual,No,No,,9603,Laboratorios Allergan Ltda.,26724,F-6045/15,LACRI - LUBE UNGÜENTO OFTÁLMICO,,,,6.89661E+14,"clorobutanol 0,5% (5 mg/g) + lanolina 0,2% (2 mg/g) + petrolato blanco 56,8% (568 mg/g) + vaselina 42,5% (425 mg/g) ungüento oftálmico",Vigente ,783641000000000,lacri - lube,Vigente ,Si,9848,ungüento oftálmico,373873005,producto biológico/farmacéutico ,0
965331000000000,Vigente,lactulosa solución oral (Medcell),Sensible,Manual,No,No,,26725,Farmacéutica medcell Ltda.,26726,F-16310/17,LACTULOSA SOLUCIÓN ORAL 65 %,,,,6.98361E+14,"lactulosa 65% (9,75 g/15 mL) solución oral",Vigente ,774881000000000,lactulosa,Vigente ,Si,9965,solución oral,373873005,producto biológico/farmacéutico ,0
965371000000000,Vigente,lagsolets solución oftálmica (S.M.B. Farma),Sensible,Manual,No,No,,9629,Laboratorios S.M.B. Farma S.A.,26727,F-16835/18,"LAGSOLETS SOLUCIÓN OFTÁLMICA 0,12 mg/mL",,,,6.74231E+14,"nafazolina 0,012% (120 mcg/mL) colirio",Vigente ,965361000000000,lagsolets,Vigente ,Si,9967,solución oftálmica,373873005,producto biológico/farmacéutico ,0
965401000000000,Vigente,latisse solución tópica (Allergan),Sensible,Manual,No,No,,9603,Laboratorios Allergan Ltda.,26728,F-20902/14,"LATISSE SOLUCIÓN TÓPICA 0,03%",,,,6.88631E+14,"bimatoprost 0,03% (300 mcg/mL) colirio",Vigente ,965391000000000,latisse,Vigente ,Si,9959,solución tópica,373873005,producto biológico/farmacéutico ,0
965451000000000,Vigente,levofamil comprimido (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,26729,F-11299/16,LEVOFAMIL COMPRIMIDOS 250 mg/25 mg,,,,6.88601E+14,levodopa 250 mg - carbidopa 25 mg comprimido,Vigente ,774281000000000,levofamil,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
965481000000000,Vigente,levogastrol comprimido (Faes Farma),Sensible,Manual,No,No,,9517,Faes Farma S.A.,26730,F-21070/14,LEVOGASTROL COMPRIMIDOS 25 mg,,,,6.93031E+14,levosulpirida 25 mg comprimido,Vigente ,965471000000000,levogastrol,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
965561000000000,Vigente,lorcaline comprimido recubierto (Synthon),Sensible,Manual,No,No,,9687,Synthon Chile Ltda.,26731,F-22338/15,LORCALINE COMPRIMIDOS RECUBIERTOS 10 mg (LORCASERINA CLORHIDRATO),,,,6.82891E+14,lorcaserina 10 mg comprimido,Vigente ,965551000000000,lorcaline,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
965651000000000,Vigente,liracol suspensión oral (Medipharm),Sensible,Manual,No,No,,9669,Productos Farmacéuticos Medipharm Ltda.,26732,F-13231/13,LIRACOL SUSPENSIÓN ORAL,,,,6.83601E+14,atapulgita activada 500 mg/5 mL + nifuroxazida 200 mg/5 mL suspensión oral,Vigente ,805471000000000,liracol,Vigente ,Si,9965,solución oral,373873005,producto biológico/farmacéutico ,0
965661000000000,Vigente,"losartán potásico + hidroclorotiazida 50/12,5 comprimido recubierto (Eurofarma)",Sensible,Manual,No,No,,9611,Laboratorios Euromed Chile S.A.,26733,F-19354/17,"LOSARTÁN POTÁSICO/ HIDROCLOROTIAZIDA 50/12,5 COMPRIMIDOS RECUBIERTOS",,,,6.96751E+14,"hidroclorotiazida 12,5 mg + losartán 50 mg comprimido",Vigente ,778891000000000,hidroclorotiazida + losartán potásico,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
965691000000000,Vigente,lyortam polvo liofilizado para solución inyectable (United Biotech),Sensible,Manual,No,No,,26734,United Biotech Limited.,26735,F-22772/16,LYORTAM LIOFILIZADO PARA SOLUCION INYECTABLE 1 g (ERTAPENEM),,,,6.75241E+14,ertapenem 1000 mg inyectable,Vigente ,965681000000000,lyortam,Vigente ,Si,10010,polvo liofilizado para solución inyectable,373873005,producto biológico/farmacéutico ,0
965731000000000,Vigente,isopto maxidex suspensión oftálmica (Alcon),Sensible,Manual,No,No,,9602,Laboratorios Alcon Chile Ltda.,26752,F-1674/18,ISOPTO MAXIDEX SUSPENSIÓN OFTÁLMICA,,,,9.65861E+14,"dexametasona 0,1 % solución oftálmica",Vigente ,965711000000000,isopto maxidex,Vigente ,Si,9954,suspensión oftálmica,373873005,producto biológico/farmacéutico ,0
965761000000000,Vigente,menopur multidosis polvo liofilizado para solución inyectable con solvente (Ferring),Sensible,Manual,No,No,,9524,Ferring Productos Farmacéuticos SpA,26736,B-2354/13,"MENOPUR MULTIDOSIS POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE 1200 UI, CON SOLVENTE",,,,9.65901E+14,menotropina 1.200 UI inyectable,Vigente ,774691000000000,menopur,Vigente ,Si,9935,polvo liofilizado para solución inyectable con solvente,373873005,producto biológico/farmacéutico ,0
965891000000000,Vigente,megrelan solución oftálmica (S.M.B. Farma),Sensible,Manual,No,No,,9629,Laboratorios S.M.B. Farma S.A.,26753,F-21130/14,"MEGRELAN SOLUCIÓN OFTÁLMICA 0,5%",,,,6.86461E+14,"moxifloxacino 0,5% (5 mg/mL) colirio",Vigente ,965881000000000,megrelan,Vigente ,Si,9967,solución oftálmica,373873005,producto biológico/farmacéutico ,0
965911000000000,Vigente,menopur multidosis 1.200 U.I. polvo liofilizado para solución inyectable con solvente (Ferring),Sensible,Manual,No,No,,9524,Ferring Productos Farmacéuticos SpA,26736,B-2354/13,"MENOPUR MULTIDOSIS POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE 1200 UI, CON SOLVENTE",,,,9.65901E+14,menotropina 1.200 UI inyectable,Vigente ,774691000000000,menopur,Vigente ,Si,9935,polvo liofilizado para solución inyectable con solvente,373873005,producto biológico/farmacéutico ,0
966071000000000,Vigente,mentholatum solución para inhalación nasal (Hofmann),Sensible,Manual,No,No,,9503,Droguería Hofmann S.A.C.,21793,F-2460/14,"MENTHOLATUM SOLUCIÓN PARA INHALACIÓN NASAL, EN TÓRULAS",,,,6.92971E+14,alcanfor 40% (400 mg/g) + mentol 40% (400 mg/g) + salicilato de metilo 11% (110 mg/g) solución nasal,Vigente ,769281000000000,mentholatum,Vigente ,Si,9851,solución para inhalación,373873005,producto biológico/farmacéutico ,0
966091000000000,Vigente,mentholatum kids aroma cereza ungüento tópico (Hofmann),Sensible,Manual,No,No,9709 ¦ tuti - fruti,9503,Droguería Hofmann S.A.C.,26772,F-6949/15,MENTHOLATUM KIDS CON AROMA CEREZA UNGÜENTO TÓPICO,,,,6.73621E+14,"alcanfor 4,8% (48 mg/g) + eucaliptol 1,2% (12 mg/g) + mentol 2,6% (26 mg/g) ungüento",Vigente ,966081000000000,mentholatum kids,Vigente ,Si,9950,ungüento tópico,373873005,producto biológico/farmacéutico ,0
966131000000000,Vigente,merital comprimido recubierto (Deutsche Pharma),Sensible,Manual,No,No,,9497,Deutsche Pharma S.A.,26773,F-20172/18,MERITAL COMPRIMIDOS RECUBIERTOS 10 mg,,,,6.74291E+14,memantina 10 mg comprimido,Vigente ,966121000000000,merital,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
966191000000000,Vigente,meticel ofteno solución oftálmica (Sophia),Sensible,Manual,No,No,,9597,Laboratorio Sophia S.A. de C.V. Importado (Global Mercury),26774,F-16775/18,"METICEL OFTENO SOLUCIÓN OFTÁLMICA 0,5%",,,,9.66171E+14,"hipromelosa 0,5 % solución oftálmica",Vigente ,966161000000000,meticel,Vigente ,Si,9967,solución oftálmica,373873005,producto biológico/farmacéutico ,0
966231000000000,Vigente,micoderm crema tópica (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,26775,F-20119/18,MICODERM CREMA TÓPICA 2%,,,,9.66211E+14,sertaconazol 2 % (20 mg/g) crema,Vigente ,793971000000000,micoderm,Vigente ,Si,10000,crema tópica,373873005,producto biológico/farmacéutico ,0
966261000000000,Vigente,microcort loción tópica (D & M Pharma),Sensible,Manual,No,No,,9496,D & M Pharma Ltda.,26776,F-19166/16,MICROCORT LOCIÓN TÓPICA 1%,,,,6.81891E+14,hidrocortisona 1% (10 mg/g) loción,Vigente ,966251000000000,microcort,Vigente ,Si,10016,loción tópica,373873005,producto biológico/farmacéutico ,0
966291000000000,Vigente,modulcass crema tópica (D & M Pharma),Sensible,Manual,No,No,,9496,D & M Pharma Ltda.,26777,F-22050/15,MODULCASS CREMA TÓPICA 5% (IMIQUIMOD),,,,6.96871E+14,imiquimod 5% (50 mg/g) crema,Vigente ,966281000000000,modulcass,Vigente ,Si,10000,crema tópica,373873005,producto biológico/farmacéutico ,0
966331000000000,Vigente,mondrian comprimido recubierto de liberación prolongada (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,26778,F-7226/15,MONDRIAN COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 150 mg,,,,6.95371E+14,bupropión 150 mg comprimido liberación modificada,Vigente ,966321000000000,mondrian,Vigente ,Si,10026,comprimido recubierto de liberación prolongada,373873005,producto biológico/farmacéutico ,0
966361000000000,Vigente,monkast 10 mg comprimido recubierto (Pasteur),Sensible,Manual,No,No,,9681,Sanofi Pasteur S.A.,26779,F-23120/16,MONKAST COMPRIMIDOS RECUBIERTOS 10 mg,,,,6.87351E+14,montelukast 10 mg comprimido,Vigente ,966351000000000,monkast,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
966381000000000,Vigente,monkast 4 mg comprimido masticable (Pasteur),Sensible,Manual,No,No,,9618,Laboratorios Pasteur Ltda.,26780,F-22938/16,MONKAST COMPRIMIDOS MASTICABLES 4 mg,,,,6.79951E+14,montelukast 4 mg comprimido,Vigente ,966351000000000,monkast,Vigente ,Si,10027,comprimido masticable,373873005,producto biológico/farmacéutico ,0
966411000000000,Vigente,moxifloxacino comprimido recubierto (Lab Chile) ,Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,26781,F-17562/14,MOXIFLOXACINO COMPRIMIDOS RECUBIERTOS 400 mg,,,,6.73681E+14,moxifloxacino 400 mg comprimido,Vigente ,802601000000000,moxifloxacino,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
966441000000000,Vigente,moxifloxacino 400 mg comprimido recubierto (Lab Chile),Sensible,Manual,No,No,,9578,Laboratorio Chile S.A.,26781,F-17562/14,MOXIFLOXACINO COMPRIMIDOS RECUBIERTOS 400 mg,,,,6.73681E+14,moxifloxacino 400 mg comprimido,Vigente ,802601000000000,moxifloxacino,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
966651000000000,Vigente,mupax crema tópica (Raffo),Sensible,Manual,No,No,,9620,Laboratorios Raffo S.A.,26782,F-22820/16,MUPAX CREMA TÓPICA 2% (MUPIROCINA),,,,6.79981E+14,mupirocina 2% (20 mg/g) crema,Vigente ,966461000000000,mupax,Vigente ,Si,10000,crema tópica,373873005,producto biológico/farmacéutico ,0
966671000000000,Vigente,mupax ungüento nasal (Raffo),Sensible,Manual,No,No,,9620,Laboratorios Raffo S.A.,26783,F-22854/16,MUPAX UNGÜENTO TÓPICO 2%,,,,6.72081E+14,mupirocina 2% (20 mg/g) ungüento nasal,Vigente ,966461000000000,mupax,Vigente ,Si,9951,ungüento nasal,373873005,producto biológico/farmacéutico ,0
966741000000000,Vigente,nadesul 2 % solución tópica (Medipharm),Sensible,Manual,No,No,,9669,Productos Farmacéuticos Medipharm Ltda.,26792,F-9115/16,NADESUL SOLUCIÓN TÓPICA 2%,,,,9.66721E+14,lidocaína 2 % (20 mg/mL) solución uso externo,Vigente ,966711000000000,nadesul,Vigente ,Si,9959,solución tópica,373873005,producto biológico/farmacéutico ,0
966811000000000,Vigente,nedrus solución oftálmica (S.M.B. Farma),Sensible,Manual,No,No,,9629,Laboratorios S.M.B. Farma S.A.,26793,F-21880/15,"NEDRUS SOLUCIÓN OFTÁLMICA 0,05%",,,,6.81341E+14,"ketotifeno 0,05% (500 mcg/mL) colirio",Vigente ,966801000000000,nedrus,Vigente ,Si,9967,solución oftálmica,373873005,producto biológico/farmacéutico ,0
966881000000000,Vigente,neoquin forte crema (D & M Pharma),Sensible,Manual,No,No,,9496,D & M Pharma Ltda.,26794,F-21888/15,NEOQUIN FORTE CREMA TOPICA 4% (HIDROQUINONA),,,,9.66851E+14,hidroquinona 4 % (40 mg/g) crema,Vigente ,966831000000000,neoquin,Vigente ,Si,10000,crema tópica,373873005,producto biológico/farmacéutico ,0
967071000000000,Vigente,novoinsomnium 3 comprimido recubierto (Gador),Sensible,Manual,No,No,,9529,Gador Ltda.,26812,F-18878/16,NOVOINSOMNIUM 3 COMPRIMIDOS RECUBIERTOS 3 mg,,,,6.75211E+14,eszopiclona 3 mg comprimido,Vigente ,967251000000000,novoinsomnium,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
967111000000000,Vigente,numosol infantil jarabe (Medipharm),Sensible,Manual,No,No,,9669,Productos Farmacéuticos Medipharm Ltda.,26814,F-20980/14,NUMOSOL INFANTIL JARABE 28mg/5mL,,,,6.82861E+14,oxolamina 28 mg/5 mL solución oral,Vigente ,967101000000000,numosol infantil,Vigente ,Si,9845,jarabe,373873005,producto biológico/farmacéutico ,0
967131000000000,Vigente,num - zit 10 mg comprimido (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,26815,F-95/17,NUM-ZIT COMPRIMIDOS 10 mg,,,,6.80111E+14,"sulfato de zinc 44,27 mg (zinc 10 mg) comprimido",Vigente ,774831000000000,num - zit,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
967151000000000,Vigente,num - zit 15 mg comprimido (Andrómaco) ,Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,26816,F-15670/16,NUM - ZIT COMPRIMIDOS 15 mg,,,,9.67161E+14,"sulfato de zinc 66,41 mg (zinc 15 mg) comprimido",Vigente ,774831000000000,num - zit,Vigente ,Si,9840,comprimido,373873005,producto biológico/farmacéutico ,0
967261000000000,Vigente,np - 27 solucón tópica (Farmo Quimica) ,Sensible,Manual,No,No,,9523,Farmo Química del Pacífico S.A.,26813,F-15735/16,"NP-27 SOLUCIÓN TÓPICA 8,71%",,,,6.74101E+14,"ácido undecilénico 8,71% (87,1 mg/mL) solución uso externo",Vigente ,770121000000000,NP - 27,Vigente ,Si,9959,solución tópica,373873005,producto biológico/farmacéutico ,0
967281000000000,Vigente,num - zit 5 solución para gotas orales (Andrómaco),Sensible,Manual,No,No,,9604,Laboratorios Andrómaco S.A.,26817,F-12657/17,NUM - ZIT 5 SOLUCIÓN PARA GOTAS ORALES 5 mg/mL,,,,6.90511E+14,"sulfato de zinc 21,99 mg/mL (zinc 5 mg/mL) gotas orales",Vigente ,967191000000000,num - zit gotas,Vigente ,Si,9843,solución oral para gotas,373873005,producto biológico/farmacéutico ,0
967321000000000,Vigente,ocrevus concentrado para solución para perfusión (Roche),Sensible,Manual,No,No,,9670,Productos Roche Ltda.,26818,B-2693/18,OCREVUS Concentrado para solución para perfusión 30 mg/mL (Ocrelizumab),,,,9.67311E+14,ocrelizumab 30 mg/mL inyectable intravenoso,Vigente ,967291000000000,ocrevus,Vigente ,Si,9867,concentrado para solución para perfusión,373873005,producto biológico/farmacéutico ,0
967351000000000,Vigente,octanate 500 U.I. polvo liofilizado para solución inyectable (Bagó),Sensible,Manual,No,No,,9605,Laboratorios Bagó S.A.,26832,B-2468/15,"OCTANATE LIOFILIZADO PARA SOLUCIÓN INYECTABLE 500 U.I., CON SOLVENTE",,,,6.92901E+14,factor VIII de la coagulación humana 500 UI inyectable,Vigente ,967341000000000,octanate,Vigente ,Si,10010,polvo liofilizado para solución inyectable,373873005,producto biológico/farmacéutico ,0
967371000000000,Vigente,octanate 1.000 U.I. polvo liofilizado para solución inyectable con solvente (Bagó),Sensible,Manual,No,No,,9605,Laboratorios Bagó S.A.,26833,B-2466/15,OCTANATE 1000 LIOFILIZADO PARA SOLUCIÓN INYECTABLE 1.000 U.I. CON SOLVENTE,,,,9.67471E+14,factor VIII de la coagulación humana 1.000 UI inyectable intravenoso,Vigente ,967341000000000,octanate,Vigente ,Si,9935,polvo liofilizado para solución inyectable con solvente,373873005,producto biológico/farmacéutico ,0
967411000000000,Vigente,ocurel LC solución oftálmica (D & M Pharma),Sensible,Manual,No,No,,9496,D & M Pharma Ltda.,26834,F-22299/15,"OCUREL LC SOLUCIÓN OFTÁLMICA 0,025% (OXIMETAZOLINA CLORHIDRATO)",,,,9.67391E+14,"oximetazolina 0,025 % solución oftálmica",Vigente ,967521000000000,ocurel LC,Vigente ,Si,9967,solución oftálmica,373873005,producto biológico/farmacéutico ,0
967441000000000,Vigente,"omnitrope 10 mg/1,5 ml solución inyectable (Navartis)",Sensible,Manual,No,No,,9654,Novartis Chile S.A.,26835,B-2322/18,OMNITROPE SOLUCIÓN INYECTABLE 10 mg/1.5 mL,,,,6.85071E+14,"somatropina 10 mg/1,5 mL (6,66 mg/mL) inyectable",Vigente ,967431000000000,omnitrope,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
967451000000000,Vigente,octanate 500 U.I. polvo liofilizado para solución inyectable con solvente (Bagó),Sensible,Manual,No,No,,9605,Laboratorios Bagó S.A.,26832,B-2468/15,"OCTANATE LIOFILIZADO PARA SOLUCIÓN INYECTABLE 500 U.I., CON SOLVENTE",,,,6.92901E+14,factor VIII de la coagulación humana 500 UI inyectable,Vigente ,967341000000000,octanate,Vigente ,Si,9935,polvo liofilizado para solución inyectable con solvente,373873005,producto biológico/farmacéutico ,0
967491000000000,Vigente,octanine F 500 U.I. liofilizado para solución inyectable ,Sensible,Manual,No,No,,9605,Laboratorios Bagó S.A.,26819,B-2470/15,OCTANINE F 500 LIOFILIZADO PARA SOLUCIÓN INYECTABLE 500 U.I. CON SOLVENTE,,,,6.93941E+14,factor IX de la coagulación humana 500 UI inyectable,Vigente ,967481000000000,octanine,Vigente ,Si,9935,polvo liofilizado para solución inyectable con solvente,373873005,producto biológico/farmacéutico ,0
967501000000000,Vigente,octanine F 500 U.I. polvo liofilizado para solución inyectable (Bagó),Sensible,Manual,No,No,,9605,Laboratorios Bagó S.A.,26819,B-2470/15,OCTANINE F 500 LIOFILIZADO PARA SOLUCIÓN INYECTABLE 500 U.I. CON SOLVENTE,,,,6.93941E+14,factor IX de la coagulación humana 500 UI inyectable,Vigente ,967481000000000,octanine,Vigente ,Si,9935,polvo liofilizado para solución inyectable con solvente,373873005,producto biológico/farmacéutico ,0
967561000000000,Vigente,oftafilm SP solución oftálmica (Nicolich),Sensible,Manual,No,No,,9596,Laboratorio Saval S.A.,22307,F-21623/14,"OFTAFILM SP SOLUCIÓN OFTÁLMICA 0,4% (HIALURONATO SÓDICO)",,,,6.95221E+14,"hialuronato de sodio 0,4% (4 mg/mL) colirio",Vigente ,967551000000000,oftafilm SP,Vigente ,Si,9967,solución oftálmica,373873005,producto biológico/farmacéutico ,0
967591000000000,Vigente,olanfar 10 mg comprimido recubierto (Medipharm),Sensible,Manual,No,No,,9669,Productos Farmacéuticos Medipharm Ltda.,22325,F-20543/13,OLANFAR COMPRIMIDOS RECUBIERTOS 10 mg,,,,6.79661E+14,olanzapina 10 mg comprimido,Vigente ,967581000000000,olanfar,Vigente ,Si,9926,comprimido recubierto,373873005,producto biológico/farmacéutico ,0
967611000000000,Vigente,omeprazol 20 mg cápsula con microgránulos con recubrimiento entérico (Eurofarma),Sensible,Manual,No,No,,9611,Laboratorios Euromed Chile S.A.,26820,F-18939/16,OMEPRAZOL CÁPSULAS CON MICROGRÁNULOS CON RECUBRIMIENTO ENTÉRICO 20 mg,,,,6.76711E+14,omeprazol 20 mg cápsula,Vigente ,784351000000000,omeprazol,Vigente ,Si,9859,cápsula con microgránulos con recubrimiento entérico,373873005,producto biológico/farmacéutico ,0
967661000000000,Vigente,"omnitrope 5 mg/ 1,5 ml solución inyectable (Novartis)",Sensible,Manual,No,No,,9654,Novartis Chile S.A.,26836,B-2293/18,"OMNITROPE SOLUCIÓN INYECTABLE 5 mg /1,5 mL",,,,6.90661E+14,"somatropina 5 mg/1,5 mL (3,33 mg/mL) inyectable",Vigente ,967431000000000,omnitrope,Vigente ,Si,9971,solución inyectable,373873005,producto biológico/farmacéutico ,0
967691000000000,Vigente,oracea cápsula con microgránulos de liberación modificada (Galderma),Sensible,Manual,No,No,,9530,Galderma Chile Laboratorios Ltda.,26837,F-22119/15,ORACEA CÁPSULAS CON MICROGRÁNULOS DE LIBERACIÓN MODIFICADA 40 mg (DOXICICLINA),,,,9.61051E+14,doxiciclina 40 mg cápsula liberación modificada,Vigente ,967681000000000,oracea,Vigente ,Si,9861,cápsula con microgránulos de liberación prolongada,373873005,producto biológico/farmacéutico ,0
967731000000000,Vigente,osmolub solución oftálmica (S.M.B Pharma),Sensible,Manual,No,No,,9629,Laboratorios S.M.B. Farma S.A.,26821,F-21865/15,"OSMOLUB SOLUCIÓN OFTÁLMICA 0,1 %",,,,9.67721E+14,"hialuronato de sodio 0,1 % solución oftálmica",Vigente ,967711000000000,osmolub,Vigente ,Si,9967,solución oftálmica,373873005,producto biológico/farmacéutico ,0
967881000000000,Vigente,nicotears gel oftálmico (Nicolich),Sensible,Manual,No,No,,9657,Oftalmer Nicolich División (Saval),26852,F-9581/16,NICOTEARS GEL OFTÁLMICO,,,,9.68061E+14,"carbomero 940 0,15 % + manitol 4,6 % gel oftálmico",Vigente ,774711000000000,nicotears,Vigente ,Si,9988,gel oftálmico,373873005,producto biológico/farmacéutico ,0
967911000000000,Vigente,oxiler D solución nasal (D & M Pharma),Sensible,Manual,No,No,,9496,D & M Pharma Ltda.,26853,F-21969/15,"OXILER D SOLUCIÓN NASAL 0,05 % (OXIMETAZOLINA CLORHIDRATO)",,,,6.75591E+14,"oximetazolina 0,05% (500 mcg/mL) solución nasal",Vigente ,967901000000000,oxiler D,Vigente ,Si,9969,solución nasal,373873005,producto biológico/farmacéutico ,0
967991000000000,Vigente,paltomiel adulto jarabe pectoral (Knop),Sensible,Manual,No,No,,9570,Knop Laboratorios Ltda.,26854,K-77/15,JARABE PECTORAL PALTOMIEL ADULTO,,,,9.68101E+14,"eucaliptus 19,7 % + persea americana 19,7 % + anis 1,2 % jarabe",Vigente ,967931000000000,paltomiel adulto,Vigente ,Si,9845,jarabe,373873005,producto biológico/farmacéutico ,0
968021000000000,Vigente,paltomiel jarabe pectoral (Knop),Sensible,Manual,No,No,,9570,Knop Laboratorios Ltda.,26872,K-78/15,JARABE PECTORAL PALTOMIEL INFANTIL,,,,9.68011E+14,"eucaliptus 19,7 % + persea americana 19,7 % jarabe",Vigente ,968141000000000,paltomiel infantil,Vigente ,Si,9845,jarabe,373873005,producto biológico/farmacéutico ,0
968151000000000,Vigente,paltomiel infantil jarabe pectoral (Knop),Sensible,Manual,No,No,,9570,Knop Laboratorios Ltda.,26872,K-78/15,JARABE PECTORAL PALTOMIEL INFANTIL,,,,9.68011E+14,"eucaliptus 19,7 % + persea americana 19,7 % jarabe",Vigente ,968141000000000,paltomiel infantil,Vigente ,Si,9845,jarabe,373873005,producto biológico/farmacéutico ,0
968301000000000,Vigente,"pectobronc 7,5 mg/5 ml jarabe (Lafi)",Sensible,Manual,No,No,,9615,Laboratorios Lafi Ltda.,26855,F-12453/17,"PECTOBRONC JARABE 7,5 mg/5 mL",,,,9.68271E+14,"dextrometorfano 0,15 % (7,5 mg/5 ml) jarabe",Vigente ,968041000000000,pectobronc,Vigente ,Si,9845,jarabe,373873005,producto biológico/farmacéutico ,0
968331000000000,Vigente,pectobronc forte 15 mg/5 ml jarabe (Lafi),Sensible,Manual,No,No,,9615,Laboratorios Lafi Ltda.,26856,F-12297/17,PECTOBRONC FORTE JARABE 15 mg/5 mL.,,,,6.97981E+14,dextrometorfano 15 mg/5 mL solución oral,Vigente ,968251000000000,pectobronc forte,Vigente ,Si,9845,jarabe,373873005,producto biológico/farmacéutico ,0
968421000000000,Vigente,pectobronc plus suspensión oral (Lafi),Sensible,Manual,No,No,,9615,Laboratorios Lafi Ltda.,26857,F-11087/16,PECTOBRONC PLUS SUSPENSIÓN ORAL,,,,9.68391E+14,"dextrometorfano 0,15 % (7,5 mg/5 ml) + paracetamol 3,2 % (160 mg/5 ml) + pseudoefedrina clorhidrato 0,3 % (15 mg/5 ml) suspensión oral",Vigente ,968261000000000,pectobronc plus,Vigente ,Si,9953,suspensión oral,373873005,producto biológico/farmacéutico ,0
968461000000000,Vigente,pectox jarabe (Knop),Sensible,Manual,No,No,,9570,Knop Laboratorios Ltda.,26858,N-474/14,PECTOX JARABE 35 mg/5 mL,,,,6.90101E+14,hedera helix extracto estandarizado 35 mg/5 mL solución oral,Vigente ,968451000000000,pectox,Vigente ,Si,9845,jarabe,373873005,producto biológico/farmacéutico ,0
